text,year
"The aides to Mr. Schumer said that in exchange for his support for the White House's nominees, he would have a voice in the selection of candidates for the next two vacancies on the federal courts in Brooklyn and Manhattan.",2003
"That is the only way tax rates for much of the country can go down without starving the Treasury, the experts say.",2017
Senate Republican leaders and White House officials fought efforts to adopt a so-called pay-as-you-go rule.,2004
"Dennis B. Ross, who oversaw Iran policy for the White House until early 2012, says one reason direct talks would make sense after the election is that the current major-power negotiations are bogged down in incremental efforts, which may not achieve a solution in time to prevent a military strike.",2012
"They said they had also discussed their roles with, and had been briefed by, a State Department representative in Turkey before seeing Mr. Erdogan.",2017
"Mr. Burns is trusted by Mrs. Clinton and is close to Mr. Sullivan, who worked with him on the secret negotiations in Oman that led to a nuclear deal with Iran.",2016
"CORRECTION APPENDEDTwo of the biggest tax cuts in Republican proposals to repeal the Affordable Care Act would deliver roughly $144 billion over the coming decade to those with incomes of $1 million or more, according to a congressional analysis.",2017
"Some White House officials became alarmed over the appearance that a donor was trying to pay to have an investigation quashed, the two Democrats said.",2014
They are familiar to anyone who has been through a corporate merger.,2002
"Interviews with dozens of people in touch with the former vice president and his advisers revealed a newly detailed picture of Mr. Biden's life in seclusion, one spent in long-distance consultation with a wide array of coalition leaders helping him map out the fall campaign and a potential administration.",2020
"The most stark example of Mr. Sanders's problems with self-identified Democrats may be the Warren-to-Biden voters, people like Barbara Becker and Lisa Stone.",2020
"But a concurring opinion by Justice Brett M. Kavanaugh set off alarms among civil rights and Democratic Party lawyers, who viewed it as giving public support to President Trump's arguments that any results counted after Nov. 3 could be riddled with fraudulent votes -- an assertion unsupported by the history of elections in the United States.",2020
Ferrer aides said their greatest handicap came in fund-raising.,2005
"But many escapees from the bullpen admit they also want to avoid having a deskmate overhear snippets of a pending deal, a budget cut, or the fate of a job applicant.",2002
It is also likely that the House will address a request from the administration to distribute emergency aid to agencies on the front lines.,2020
"The loan is unsecured, bears 2 percent interest and has ""no specified repayment date,"" according to a financial statement for LOAV.",2017
"TORONTO, Sept. 13 -- A Canadian teenager accused of killing an American medic while fighting with Al Qaeda in Afghanistan is being held there by the United States, Canadian officials say.",2002
But Mr. Risen wrote that Iranian experts spotted the flaws and that the operation might actually have aided Iran's nuclear program.,2011
Some of the reasons are obvious -- some are not:     Money: No potential Democratic opponent seems to be in a position to come close to parity with the mayor's campaign bank account.,2005
""" On an organizational level, Mrs. Clinton's advisers are taking steps to avoid 2008-style dysfunction when Mr. Clinton's team functioned apart from her campaign.",2015
"Some Defense Department officials privately expressed concern about whether Mr. Mattis, in reassuring American allies, might alienate the White House.",2017
"They insisted that members had to be chosen for technical expertise, said Stephen A. Zeff, an accounting professor at Rice University and author of a history of the international board.",2011
"But even as the vice president spoke, such claims were at last being strenuously challenged in public.",2007
"White House officials would not say Thursday whether Mr. Bush's response had been planned, but they did say they had prepared for the question.",2006
"Still, in many cases the international rules will require more professional judgment from auditors.",2008
But he abruptly withdrew that bill on Friday when it appeared progress had been made toward a three-way agreement in private negotiations with Mr. Pataki and Mr. Silver.,2001
"WASHINGTON, Aug. 27 -- Congressional budget analysts warned in a report made public today that the economic downturn and President Bush's tax-cut package would force the federal government to spend $9 billion from the Social Security surplus this year and billions more over the next three years.",2001
Many critics were pleased with today's agreement.,2003
"Mr. Hoyer said in an interview that if the White House intended to use the bonuses as a back-end way to raise the pay of political appointees and to take away money from the bonus pools used to reward career employees, ""that's going to be unacceptable.""",2002
He sought professional help in hopes of finding stability so he could have one more shot with the love of his life.,2018
"Among climate experts, opinions on the plan were mixed.",2019
"Senior lawmakers were in attendance, and apparently had no problem with the tone of the proceedings.",2009
Analysts project a sharp increase in spending by these groups for 2016.,2015
"Warren Leads Tight Iowa Race as Biden Fades, Poll Finds The top Democratic presidential candidates are locked in a close race in the 2020 Iowa caucuses, with Senator Elizabeth Warren slightly ahead of Senator Bernie Sanders, Mayor Pete Buttigieg of South Bend, Ind., and former Vice President Joseph R. Biden Jr., according to a New York Times/Siena College poll of likely Democratic caucusgoers.",2019
"Besides the potential for economic fraud, agency officials worried that misleading advertising could discourage sick people from seeking medical treatment or that the consumers could take herbs that interfere with their prescription drugs.",2001
"Mr. Trump has insisted that the executive order is not a ""Muslim ban,"" and his supporters say it is a sensible precaution to safeguard Americans.",2017
"Jared Kushner, President Trump's son-in-law and senior adviser, will also attend the conference, alongside Brian H. Hook, the State Department's special envoy overseeing Iran policy, and Avi Berkowitz, an aide to Mr. Kushner, according to people familiar with the matter.",2019
"But one of the cards endorses two Republican incumbents for state Senate, while the other encouraged people to vote for a Republican school board member and to vote yes on a ballot issue on solar competition that Democrats oppose, according to The Miami Herald.",2016
"It could move an otherwise lightly weighted poll by as much as four percentage points toward the Republicans in the Virginia governor's race, for example, based on an analysis of the most recent Upshot/Siena College poll.",2017
"Beginning in August, senior State Department officials held negotiations with Mrs. Clinton's lawyers and advisers to gain access to her personal email records.",2015
"Some American officials would like to limit the talks to Iran's nuclear program, one official said, while Iran has indicated that it wants to broaden the agenda to include Syria, Bahrain and other issues that have bedeviled relations between Iran and the United States since the American hostage crisis in 1979.",2012
"The Community Oncology Alliance, representing cancer specialists, also praised the proposal, saying it increases the likelihood that ""patients, not pharmacy benefit middlemen, will receive the benefit of the discounts from manufacturers.""",2019
"Prosecutors and the partisans who had complained about Mr. DeLay told a different tale -- that hardball politics is perfectly legal unless the competitors are breaking the law, which they said the Republicans did by swapping unusable political money for cash that could be applied to the campaigns.",2014
"Battleground Texas, started by former Obama operatives who want to turn the state away from its Republican devotions, is trying to register new voters, identify Democrats and turn them out for this year's elections.",2014
"The announcement by Mr. Obama, his aides said, removed any doubt about his candidacy and ended weeks of speculation -- fueled, in part, by the senator himself -- that sent ripples through the ranks of other Democrats eyeing the presidential nomination.",2007
"Still, the speed with which he got it surprised some of Mr. Trump's aides.",2018
"According to a Public Religion Research Institute survey, 72 percent of white evangelicals believe that a person who is immoral in private life can be an effective national leader, a belief that is more Machiavelli than Matthew.",2016
"In an interview, Mr. Vance acknowledged that such programs have always faced an uphill battle in the State Legislature, usually running into obstacles in the Republican-controlled Senate, because some conservative lawmakers consider it unfair to underwrite education for prisoners when scholarships for law-abiding people are scarce.",2016
"Regardless of how their payments arrive, more Americans may experience additional delays in the weeks ahead because of systemic disconnects between the Internal Revenue Service and the sprawling tax preparation industry, according to a report in ProPublica.",2020
"""Many of those from the extreme left who have been criticizing photo ID are using scare tactics,"" he said in a video on his Web site.",2013
"But even as she said it, she knew it was no longer true.",2018
"But the board's progress in diversifying its investigative staff has been less striking, the officials acknowledged.",2002
"The key to success in November for either candidate is turnout -- something that analysts said would be easier for Republicans in this midterm election -- and luring away independent voters, who make up 25 percent of the electorate.",2014
"Ron DeSantis, the Republican nominee for governor of Florida and an acolyte of President Trump, is facing questions about a racist slur by one of his supporters, the latest race-related controversy during his campaign.",2018
"Senators are huddling in meetings or on embarrassing phone calls with ambassadors of major allies, assuring them that, yes, America is still their friend.",2017
"For now, he said, his group had resettled just one Muslim family of four, from Iraq, and a former Iraqi translator for United States security companies who has renounced his religion.",2015
"""I hate to say it because these have been my friends.",2018
"The State Department vetoed the company's work here because of Equatorial Guinea's poor human rights record , but finally acceded under President Bush in 2005 amid promises of reform by Mr. Obiang's government, according to Human Rights Watch.",2011
"But not just any kind of mud will stick, said Darrell West, a political scientist at Brown University and the author of ""Air Wars,"" a study of campaign advertising.",2004
"In September 2004, according to documents provided by a former employee, lending audits in six of Countrywide's largest regions showed about one in eight loans was ""severely unsatisfactory"" because of shoddy underwriting.",2008
"Mr. Spitzer's investigation led to the global settlement with the big Wall Street firms and the barring from the securities industry of Henry Blodget, Merrill Lynch's former Internet analyst.",2003
And the new mayor is careful to note that he so far proposes just a single tax increase -- to support universal prekindergarten.,2014
"CORRECTION APPENDED A headline with an article in some copies yesterday about a congressional debate over the National Security Agency eavesdropping program misstated the title of Peter Hoekstra, Republican of Michigan, who said that intelligence briefings given to select members of Congress complied with the law.",2006
"Only a handful of guests (""And none of the really important ones,"" according to one attendee) remained, but Mr. Clinton continued to shake hands and pose for photos.",2013
Analysts think the pound might drop by about 15 percent against the dollar -- to around $1.10 -- in a no-deal scenario.,2018
"As for the Morris handlers -- Stephen Myers, played by Ryan Gosling, and Paul Zara, played by Philip Seymour Hoffman -- it is impossible not to find traces of the political strategist Jay Carson.",2011
"As part of a plea agreement, the paleontologist, Eric Prokopi, agreed to forfeit a Tyrannosaurus skeleton that had been put up for auction for more than $1 million, along with five other dinosaur skeletons.",2013
"Justin Levitt, a professor and expert on election administration at Loyola Law School in Los Angeles, sought evidence to support one of the most common allegations: that some people -- usually illegal immigrants or unregistered inner-city residents, a clear reference to African-Americans -- go to polling places and personally cast ballots illegally.",2017
The administration said it has started tracing their contacts with people who were near both of them.,2020
Republican and Democratic officials alike said they believed it was unlikely that the high court would consider the case before the fall.,2001
"Mr. Nader then said he was alluding not just to Mr. Kerry's aides but to a new allied Democratic group, announced on Wednesday, called the National Progress Fund, whose stated purpose is to entice Mr. Nader's supporters into the party by promising to help push many of their issues throughout the campaign.",2004
"Officials in the Cuomo administration who did not want to be identified speaking about what they considered a sensitive topic said removing someone's name from a state property because of political considerations -- whether a park, a bridge or a highway -- was a slippery slope.",2015
Some even speculated that their states' lawmakers might block such measures.,2012
"But a Democrat close to Mr. Andrews, speaking on the condition of anonymity because he had not been authorized to talk, said that he expected Mr. Andrews, who has about $2 million in political funds in the bank, to take his time weighing his options.",2005
"But the Assembly has been more skeptical, noting that some owners bought the tracks at a premium in the expectation that the lottery terminals would yield windfall profits.",2007
"The memo says the officials relied in part on information handed over by a former British intelligence officer, Christopher Steele, without adequately explaining to the judge that the research was paid for by the Democratic National Committee and Hillary Clinton's presidential campaign, according to people who have read the document.",2018
"Not least is the question of its constitutionality: In multiple surveys of constitutional specialists, more than 90 percent have said they believe that it violates Japan's basic law, laid down by the United States in the postwar occupation, which renounces the use of force to resolve international disputes.",2015
"Aides tried to get Harry S. Truman to use them, but he scowled that it would make him look insincere.",2009
"""There's a difference between being a first-time candidate and an incumbent running for re-election,"" said Mr. Wolfson, the media strategist.",2009
"The White House has threatened to veto the measure if it impedes the Patriot Act, and Mr. Bush as recently as Tuesday personally urged lawmakers to renew the law.",2005
"But now that he is in office, and with a sky-high favorability rating, Mr. Cuomo has no critical need to appease the mayor, said Bruce N. Gyory, a political consultant who has advised three governors.",2011
"On Wednesday, the governor reiterated that he and the Legislature had ""got a lot done"" during the budget talks in March, mentioning new sexual harassment laws, among others.",2018
""" Bold and Cautious If Mr. Obama has changed over his presidency, in part it suggests Americans never really knew him to begin with.",2012
Those who have spent time with Mr. Lay say he has expressed frustration but not anger.,2002
And the idea of three military men at the top of strategic policy making gives further pause at a time when the State Department has been robbed of expertise and traditional diplomacy has been marginalized.,2017
Two years ago the world watched as officials in Florida struggled to explain the mishaps and shoddy practices that had denied thousands of Floridians a chance to vote.,2002
State transportation officials said this suggested that the increase in automobile accidents was not directly related to higher speed limits.,2001
An advisory panel in May concluded that concerns over dangerous bleeding outweighed the benefits in patients with the condition.,2012
"Since mid-March, the average length of the briefings has grown from 61 minutes to 105, with the president's speaking time increasing from 20 minutes per session to 53, according to Factba.se, an organization that collects and analyzes data on the Trump administration.",2020
"But the cables suggest frustration that the military, the police and prosecutors are not up to the task.",2010
"The state's high court has just demonstrated that New Jersey laws are now completely subject to the inclinations of seven appointees and that the voters are sending errand boys, not legislators, to represent them in Trenton.",2002
Dealers say failure to be reimbursed would be a nightmare for them.,2009
The stock market has had a sharp decline.,2000
"He said our current laws stifle opportunity for exactly the people for whom this economy needs to recover: entrepreneurs, students and low-wage workers.",2011
"But other Democrats and independent political strategists say that her celebrity is a double-edged sword: While Mrs. Clinton does indeed enjoy a level of name recognition other politicians crave, she has earned a reputation that, fairly or not, makes her a polarizing figure among moderate swing voters, an important bloc nationally.",2004
"His budget does not call for reinstating a commuter tax, which Mayor Michael R. Bloomberg wants, to help close the city's own significant budget gap, and does not come close to giving his fellow Republican the resources he needs to balance the city budget.",2003
"The spokesman said that the 348-bed hospital had received some alerts from the center, but he added  that the people initially treating Mr. Curseen did not know he was a postal worker.",2001
"For example, when a Clinton donor's credit card was mistakenly charged twice, the campaign included both donations in its first-quarter totals, sometimes with a notation saying one of them would be ""refunded next period.",2007
"The senator was trying to make a point about eugenics, saying the United States was veering dangerously close to eliminating people whom society considered to be undesirable.",2013
"And they predicted a cascade of rough events to come: Mr. Lieberman's donor base would presumably dry up, the polls might shift, campaign staffers would leave, and the senator could inhabit what one adviser referred to as an ""ever-shrinking world.""",2006
But critics of the commission said using the 2016 date irresponsibly implied that the system was in worse condition than it is.,2001
"Mr. Clinton's state of mind these days, according to people who are associated with him, can be summed up as Zen and jolly.",2015
"But the governor was uneasy about elevating his own aide, who also served in the State Legislature, and thought Ms. McSally would have an easier time navigating the 2020 primary and general election.",2018
"""Afraid of what people will think, afraid of what the doctor will say.""",2019
"For most politicians, voters' views seemed almost irrelevant.",2019
"""To get from point A to point B,"" she said.",2018
"But independent spenders raising unlimited contributions and making unlimited expenditures can skew those boundaries rapidly,"" according to a 2014 report by the Campaign Finance Board.",2016
""" Last month, some Obama administration officials said such talks had been agreed to in principle, but that was later denied in Washington and Tehran.",2012
"Even though Senator Hillary Rodham Clinton raised $21 million in March, her campaign continues to struggle with a cash squeeze as her unpaid bills mount and she spends more money than she is taking in, according to new campaign finance filings.",2008
"He said blood tests turned out not to be helpful in detecting whether a person was infected, and health officials were then criticized by patients who asked: ""Why did you draw my blood if it did not benefit me directly?""",2001
"But Mr. de Blasio said that he had a career as a political strategist before being elected to office, and that the contract with Mr. Edwards was approved by the city's Conflict of Interest Board.",2004
"But Ayatollah Khamenei apparently allowed a group of Iranian diplomats to begin secret preparatory talks with American officials in Oman, according to an Associated Press report citing American officials.",2013
Mr. de Blasio calls for hiring 700 literacy specialists and distributing them in elementary schools throughout the system.,2015
"The president, and only the president, knows the thinking of both arms of the state, military and civilian.",2007
"Closer cooperation between staunchly pro-American Kurds and pro-American politicians in Baghdad, like Prime Minister Haider al-Abadi, would also help counter the influence of Iran and its armed proxies.",2017
"But even as the White House reiterated its opposition to government help for irresponsible lenders and speculators, there were signals that it was prepared to endorse broader aid for struggling homeowners -- provided that it did not involve new legislation sought by Democrats.",2008
"A National Guard official and Mr. Bush's spokesmen have said he made up the dates, as Guard regulations allow.",2004
"The Russian intelligence services took note of the divisive nature of the 2017 white supremacist march in Charlottesville, Va., which led to the death of a counterprotester, and concluded that promoting hate groups was the most effective method of sowing discord in the United States, according to American intelligence reports described by the officials.",2020
Mr. Bernanke's assessment is supported by recent research: A series of new surveys and polls show direct evidence that your politics increasingly define your view of the economy.,2017
The appeals panel said that the law was designed to limit disclosure to the public of classified information at a trial and did not apply to information being given solely to a defendant.,2003
"Republicans in the State Senate said they would ask the State Supreme Court to stay its order for new maps, and made it clear that they would try to take the matter to a federal court.",2018
"But many say that did not overcome the ill feelings for Republicans, who are still seen by many Hispanics as being insensitive toward Latino immigrants.",2000
"The strike plans have been in place for some time,"" said one former senior Pentagon official who is in close touch with his former colleagues.",2006
Researchers think that means that commercials actually make watching television more enjoyable.,2009
"""There is pretty much unity within the caucus,"" said one senior Republican aide.",2003
"Many of the freshmen said they had happily scheduled constituent meetings, and were ready to show voters what it all means.",2011
"It has grown by more than 100,000 people since 2000, according to census estimates, and the influx of many whites and Hispanics has narrowed the black majority to 56 percent from 61 percent.",2009
"Not only did the number of disqualified ballots far exceed the proportion in other large Florida counties, experts said, it easily surpassed the norm found nationwide in more than 30 years of wide use of punch-card voting machine -- about 1 percent or less.",2000
Investigators found that Credit Suisse's employees violated both state and federal laws by falsifying outgoing dollar payment messages that involved Iran.,2009
Fire officials said that they did plan to reduce overtime costs and sick leave but that they thought the aid package would pay to keep the firehouses open.,2003
"Some Bush donors, campaign aides and Republican operatives are cautioning Mr. Bush and his staff about the dangers of seeking to wound Mr. Rubio, whose career he assiduously nurtured for years when Mr. Bush was governor and Mr. Rubio was a member of the Florida House of Representatives.",2015
"The authorities in the United States and abroad arrested five people on Monday who they said had tried to manipulate metals and other futures markets by posting fake prices, a practice called ""spoofing.",2018
"Mr. Trump's hopes, moreover, appear at odds with the lower growth forecast by his own economic team and the forecasts of most economists.",2017
Other departments were consulted when issues in their realms arose.,2000
"Political scientists have long debated between two theoretical constructs of how Americans vote: one might be called the referendum model, and the other might be called the median voter model.",2011
"In all, according to Public Citizen's Global Trade Watch, about 9,000 foreign-owned firms operating in the United States would be empowered to bring cases against governments here.",2015
"But in an interview with the television network Fusion, Mr. Paul said his critics were trying to make ""a mountain out of a molehill.",2013
"Mr. Bharara's office said it was looking forward ""to engaging in good faith discussions"" with Mr. Ponte, who had previously served as the correction commissioner in Maine for three years.",2014
"Mr. Dole's comments came a day after the governor of Iowa, Terry E. Branstad, said in an interview that Mr. Cruz's opposition to federal ethanol mandates would erode his lead in polls heading into the state's caucuses on Feb. 1.",2016
"One House race in California remained too close to call on Thursday night: a contest between Young Kim, a Republican, and Gil Cisneros, a Democrat, to replace Representative Ed Royce, a Republican who did not seek re-election.",2018
Mrs. Clinton's advisers have said throughout the year that she would wait until after the midterm election before moving into the more aggressive exploration phase that she is now in.,2006
She and the two former managers said they perceived her termination as an act of retaliation.,2019
The investigation also found that officers were an appalling part of the crime problem.,2011
"Mr. Cuomo said this month that he would propose phasing in expanded gambling, at first allowing the development of only three casinos, none of them in New York City, in an effort to lift the upstate economy.",2013
"But for all the maneuvering, not one of the possible 2012 Republican presidential contenders is planning to make a formal announcement before early next year or even later.",2010
"Aides described Mr. Obama as out of practice at debating and said he made a conscious decision not to bring up some of the campaign's favorite attack lines of recent months, a decision they left little doubt disappointed them.",2012
"The advertising blitz includes $4 million in the final 10 days of the election in the Los Angeles media market alone, aides said.",2018
"If clients have concerns about Mr. Kerik, he added, ""that is something I would talk to them about confidentially and then assess.""",2004
"""What's the point of a Democratic primary if we don't use that process?"" said Liz J. Abzug, a political consultant who supports Ms. Maloney and has opposed those trying to keep the congresswoman out of the running.",2009
"According to Roll Call, this provision is stalled by Congressional doubters and K Street lobbyists.",2007
"With the panel gone, protections for prosecutors and judges fighting the powerful groups driving corruption -- those who siphon public money into their businesses or buy impunity for organized crime -- will drop, analysts say.",2019
"WASHINGTON -- A federal court on Wednesday blocked South Carolina from enforcing its new voter photo ID law in next month's election, saying that there was not enough time to educate voters and officials about it.",2012
The center said judges win at trial at about the same rate -- 60 percent -- as anyone else who takes a news organization to court.,2006
"But in interviews on the Sunday morning talk shows, some ventured further as they pushed for the administration to take stronger action.",2020
"Here is Martha Blackburn, Republican of Tennessee and a sponsor of the amendment blocking implementation of ceiling fan standards: ""First, they came for our health care, then they took away our light bulbs, and raided our nation's most iconic guitar company -- now they are coming after our ceiling fans.",2013
"But the New Hampshire primary cast doubts on whether Mr. Bush -- or, for that matter, his advisers -- were fully prepared to capitalize on that chance.",2000
""" The Iranian Students News Agency reported that another official, Defense Minister Ahmad Vahidi, said Israel ""definitely does not have what it takes to withstand Iran's might and will.",2012
"Bankruptcy filings, known as Chapter 9 for such entities, are rare, complicated, slow and expensive, experts say.",2013
"In private, White House officials have conceded that they sent out contradictory, and sometimes wrong, messages about the precautions Americans should take, and Mr. Bush's talk tonight was partly intended to soothe a nervous country, while urging Americans to keep up their guard.",2001
The judge criticized the attorney general's office for shifting the reasons to avoid a deposition late last week.,2013
"After the primary, ""we're going to start out close to zero,"" said Mark Nickolas, Ms. McGrath's campaign manager.",2018
"Mr. Trump always emphasizes the need to prevent Iran from getting a nuclear weapon, while his hawkish top foreign policy aides, Secretary of State Mike Pompeo and John R. Bolton, the national security adviser, say Iran must also make wholesale changes to its policies in the Middle East.",2019
The lawyer had said that a trial judge could rely on statistical formulas rather than testimony and personnel records to decide how much money the company would have to pay each plaintiff if it lost.,2011
"""There were elected officials who would call us but not be seen with us.""",2002
"""These guys don't want to admit they got snookered,"" said Stanton Glantz, a professor of medicine at the University of California at San Francisco, who sent two research associates to a City Council hearing in Manhattan last Thursday to testify that the proposed task force would be a ""Trojan horse"" created by the tobacco industry.",2001
"Dozens of experts said in interviews that there were simply too many players, both commercial and governmental, and too many conflicting interests.",2013
"Indeed, while some Democrats believe that Mr. Kerry will in the end select Mr. Edwards, some Kerry associates say one reason he appeared to resist Mr. Edwards is a personal unease with him.",2004
"They said that it would have ensured the completion of all the buildings at ground zero at a quicker pace, while imposing strict deadlines on the developer.",2006
"For Trump aides, one solution is to find love with each other.",2020
"Updated, 1:00 p.m. | Four years after President Obama promised to crack down on mortgage fraud, his administration has quietly made the crime its lowest priority and has closed hundreds of cases after little or no investigation, the Justice Department's internal watchdog said on Thursday.",2014
Some conservative groups have argued that federal aid should be doled out in smaller chunks.,2012
"Yet even as Russia remains a concern, officials say political groups across the Continent -- particularly supporters of the far right -- are adopting many of the Kremlin's tactics, further blurring who is behind the messages.",2019
"With a Republican-dominated Congress and administration, the energy industry has its best opportunity in more than a decade to push through big initiatives, including opening the Arctic National Wildlife Refuge in Alaska to drilling and reducing other environmental regulations, industry analysts said.",2002
"It is true, according to the nonpartisan Web site opencongress.org, that Mr. Owens has voted with Mr. Boehner 63 percent of the time.",2010
"At the top of 2016 they have a chance, with a debate sponsored by the Congressional Black Caucus in which they should focus less on movements of the past and more on the one in front of them.",2015
Few if any economists foresee the burst of growth Mr. Trump is counting on.,2017
"""At bottom, this is a moral issue.""",2019
The advocates of that bill are now pushing to close loopholes around so-called 527 groups.,2006
"County prosecutors say they have tirelessly pursued sexual-assault cases, even in the face of skeptical juries that acquitted defendants, like a former Grizzlies quarterback who was acquitted of rape in March 2013.",2014
Much of what is in the diplomatic cables are similar to what American diplomats say about the need for Mexican law enforcement agencies to do their jobs more effectively.,2010
But nothing has empowered casual vitriol in the Internet age like the pressure on news organizations to publish any and all anonymous feedback.,2015
Gun rights groups also say the ordinance would have little effect on gun violence in the region because neighboring cities have no such bans.,2015
"But many health experts were disappointed with the report, saying it virtually ignored a major source of antibiotic resistance in the United States: the use of the drugs in agriculture.",2014
"The clinics' advocates seem optimistic, noting that last fall, the Supreme Court granted a similar stay pending the Fifth Circuit decision announced this week, preventing what could have been the irreversible closing of many clinics that did not meet the mandated standards for surgery centers.",2015
"But the statement also noted that the two leaders merely ""exchanged views"" on several topics, suggesting a lack of agreement in those areas.",2016
"Still, officials there plan to ask agencies targeted for elimination for their responses by next Friday and to finalize the list by March 13, according to a person familiar with the process.",2017
"In fact, the poll found several indications that people are struggling to save enough: Nearly half said they had saved less than 5 percent of their income in the previous 12 months, and 68 percent said they found it hard to keep up with their bills and save for retirement.",2005
"The Obama administration, in its latest effort to update workplace policies it says have lagged far behind the realities of Americans' lives, will require federal government contractors to provide paid sick leave to their workers.",2016
"Dana DeBeauvoir, the county clerk of Travis County, Texas, and Dean Logan, the registrar of Los Angeles County, California, are doing exactly this: bringing together experts, voters and vendors to design and develop voting systems that are highly accurate, usable, reliable, auditable and transparent.",2012
"The president began his first weekday in office announcing cuts in regulations at a meeting attended by Andrew Liveris, Dow Chemical's chief executive, whom Mr. Trump appointed to head an advisory committee on manufacturing.",2017
"He said of a list of 4,700 names provided by the Democratic officials, he could confirm that the county had only received 48 of the requests.",2018
""" Still, some candidates say they will run even if the City Council decides to alter the term limits law, which was approved in two public referendums.",2008
"While Mr. Bush blamed the Senate, Democrats said today that the White House and Republicans were also to blame.",2002
"The action is part of a larger trend: From 2001 to 2012 -- mostly after the Sept. 11 attacks -- the government added about 180,000 federal employees, for a total of more than 4.3 million, according to the Office of Personnel Management.",2014
"The outcome in Iowa -- which at least until Tuesday afternoon appeared to be effectively a tie with a far left senator from a small New England state -- dealt a jolting psychological blow to the Clinton campaign, leaving volunteers, donors and aides confused throughout the night, and then crestfallen.",2016
But officers said they expect to break the defending force in two or three days.,2003
"Mr. Traynham confirmed the report, and Mr. Santorum issued a statement in support of his aide.",2006
"According to local news reports, you voted for Phil Scott in 2016.",2018
"In comments reported by The Boston Globe last week, three nonpartisan watchdog groups said Mr. Tierney's failure to disclose $223,000 that prosecutors have said his wife, Patrice Tierney, received from her brother Robert Eremian was cause for an ethics investigation.",2012
"The taxpayers group said that with the worst drought in 50 years expected to raise the cost of programs like crop insurance, there was reason to believe that the current farm bill could easily exceed $1 trillion, eliminating any savings.",2012
Most people familiar with Albany's unsavory ways don't believe power sharing is possible.,2009
"But President Bush hailed the agreement and said he would be ""actively pushing the bill,"" one of his domestic priorities as he heads into a re-election year in which elderly voters are considered critically important.",2003
"The Supreme Court this week declined to review a pair of antitrust cases involving an international price-fixing cartel, despite the urging of some legal experts, economists and the National Association of Manufacturers.",2015
Mr. Morrison said officials of the union had not determined how much they might spend in the 2011 election.,2010
"And when Edward Kennedy first ran for the Senate in 1962, he lost here by more than two to one, according to the Barnstable town clerk, Linda E. Hutchenrider.",2010
"Among the disclosures Mr. Wead made about the tapes was that he was keeping some additional undisclosed ones -- coyness that prompted furious speculation this week about what else or who else they might contain since Mr. Bush and Karl Rove, his top political adviser, both had many conversations with Mr. Wead over the phone during that time.",2005
"Many veterans are confounded to learn that the Defense Department, which covers service members while their status is still active military, provides infertility treatment at seven hospitals, without charge for those who need it because of service-related injuries.",2016
Other nations find the practice unethical.,2001
"Most polls show Ms. Shaheen ahead by two or three percentage points, but the differences fall within the margins of sampling error, and analysts call the race a tossup.",2014
Mr. Schundler's apology came as officials from both parties and several government agencies denounced the published remarks.,2001
"The president and his team argued for months that they had reversed the momentum of the Islamic State, also known as ISIS or ISIL, but critics and independent experts said it was now time to rethink the approach.",2015
"State and local health departments are considered the weak link in the nation's defense against bioterrorism, and experts say they must take a range of steps to improve readiness, including increasing their laboratory capacity and hiring more epidemiologists to track disease.",2001
"A handful of people fit comfortably in the space, but ideally it's made for one or two.",2011
"Mr. Mueller's team has notified the judge that the president's former adviser lied to the F.B.I. and special counsel lawyers ""on a variety of subject matters,"" adding that there's no reason to delay his sentencing any longer.",2018
Perry associates say it is far too early to talk about the makeup of an eventual presidential campaign.,2014
Mr. Vance said the contribution-card bill would make it hard to prosecute some fraud cases.,2016
"While the steps have long been advocated by Mr. Trump's hard-line aides, including Stephen Miller, his senior policy adviser, focusing on them now opens a new front in the president's push for immigration restrictions.",2018
Committees of teachers and administrators at individual schools decide how to distribute the money among employees.,2009
"Now we're in full problem-solving mode,"" said Representative Chris Van Hollen of Maryland, the senior Democrat on the House Budget Committee.",2012
"Department of Homeland Security officials, responding to sharp criticism on Monday from a union representing 12,000 of its employees, said they had added many safeguards in recent years to protect against fraud and security violations by foreigners seeking to live in the United States.",2013
"A similar bill introduced in the House in April, which would not only modify the decency act but create harsher penalties for providers found to have had knowledge of sex trafficking, has been criticized for being even broader than the Senate bill.",2017
"According to court records, her lawsuit was settled on confidential terms the same year she joined Deutsche Bank, where she went on to win multiple performance awards.",2019
""" Some of Mr. Romney's advisers, though, see it as a virtue that he did not cozy up to lawmakers pursuing parochial concerns at odds with his priorities or become captive to the rhythms and rituals of the legislature. """,2012
Phillips said the group's volunteers would have it no other way.,2014
"His wife, Rosmah Mansor , received $30 million worth of jewelry bought with money that came from 1MDB, including a 22-carat pink diamond necklace that was worth $27.3 million, according to the prosecutors.",2018
"But critics say these proposals would also mean less security, fewer guaranteed benefits and more financial risk for beneficiaries.",2003
"""Most people are saying this vote is taking place at the wrong time,"" said Dariush Zahedi, an Iran sanctions expert who is now a political science lecturer at the University of California, Berkeley.",2013
You report that officials with the Bush campaign and their Republican allies suggested that Democratic election workers in the two Florida counties where hand counts are under way were deliberately inflating Al Gore's vote tallies and mishandling ballots.,2000
"As the Senate fights over a nearly $2 trillion stimulus package, some of the Justice Department's ideas could end up attached to it, one congressional aide said, while another said that none of the proposals were likely to be part of the current round of legislation.",2020
